Title,Header,Type,Date,Country,Amount
Number of deaths by age group,Total number of deaths (from all causes) in a given year; this is differentiated by broad age group.,70+ years,2021,Saint Kitts and Nevis,241
Number of deaths by age group,Total number of deaths (from all causes) in a given year; this is differentiated by broad age group.,70+ years,2021,Thailand,"343,060"
Number of deaths by age group,Total number of deaths (from all causes) in a given year; this is differentiated by broad age group.,70+ years,2021,Japan,"1,242,792"
Number of deaths by age group,Total number of deaths (from all causes) in a given year; this is differentiated by broad age group.,70+ years,2021,Dominican Republic,"34,538"
Number of deaths by age group,Total number of deaths (from all causes) in a given year; this is differentiated by broad age group.,70+ years,2021,Morocco,"148,076"
Number of deaths by age group,Total number of deaths (from all causes) in a given year; this is differentiated by broad age group.,70+ years,2021,South Sudan,"18,288"
Number of deaths by age group,Total number of deaths (from all causes) in a given year; this is differentiated by broad age group.,70+ years,2021,Albania,"21,443"
Number of deaths by age group,Total number of deaths (from all causes) in a given year; this is differentiated by broad age group.,70+ years,2021,Czechia,"101,961"
Number of deaths by age group,Total number of deaths (from all causes) in a given year; this is differentiated by broad age group.,70+ years,2021,Upper-middle-income countries,"13,415,537"
Number of deaths by age group,Total number of deaths (from all causes) in a given year; this is differentiated by broad age group.,70+ years,2021,Germany,"793,929"
Number of deaths by age group,Total number of deaths (from all causes) in a given year; this is differentiated by broad age group.,70+ years,2021,Malawi,"43,184"
Number of deaths by age group,Total number of deaths (from all causes) in a given year; this is differentiated by broad age group.,70+ years,2021,United Kingdom,"530,686"
Number of deaths by age group,Total number of deaths (from all causes) in a given year; this is differentiated by broad age group.,70+ years,2021,Saudi Arabia,"34,776"
Number of deaths by age group,Total number of deaths (from all causes) in a given year; this is differentiated by broad age group.,70+ years,2021,Brazil,"876,197"
Number of deaths by age group,Total number of deaths (from all causes) in a given year; this is differentiated by broad age group.,70+ years,2021,United States,"2,272,179"
Number of deaths by age group,Total number of deaths (from all causes) in a given year; this is differentiated by broad age group.,70+ years,2021,India,"5,248,722"
Number of deaths by age group,Total number of deaths (from all causes) in a given year; this is differentiated by broad age group.,70+ years,2021,Tokelau,7
Number of deaths by age group,Total number of deaths (from all causes) in a given year; this is differentiated by broad age group.,70+ years,2021,Botswana,"8,042"
Number of deaths by age group,Total number of deaths (from all causes) in a given year; this is differentiated by broad age group.,70+ years,2021,Canada,"226,811"
Number of deaths by age group,Total number of deaths (from all causes) in a given year; this is differentiated by broad age group.,70+ years,2021,Vanuatu,661
Number of deaths by age group,Total number of deaths (from all causes) in a given year; this is differentiated by broad age group.,70+ years,2021,Mexico,"512,158"
Number of deaths by age group,Total number of deaths (from all causes) in a given year; this is differentiated by broad age group.,70+ years,2021,China,"7,672,921"
Old-age dependency ratio,The number of elderly people (over 64 years old) relative to the number of working-age people (15-64 years). Figures are shown as the number of dependents per 100 working-age people. A value of 20% means that there are 20 people of old age for every 100 working-age people.,,2023,Palestine,6.6%
Old-age dependency ratio,The number of elderly people (over 64 years old) relative to the number of working-age people (15-64 years). Figures are shown as the number of dependents per 100 working-age people. A value of 20% means that there are 20 people of old age for every 100 working-age people.,,2023,South Africa,9.7%
Old-age dependency ratio,The number of elderly people (over 64 years old) relative to the number of working-age people (15-64 years). Figures are shown as the number of dependents per 100 working-age people. A value of 20% means that there are 20 people of old age for every 100 working-age people.,,2023,United States,26.8%
Old-age dependency ratio,The number of elderly people (over 64 years old) relative to the number of working-age people (15-64 years). Figures are shown as the number of dependents per 100 working-age people. A value of 20% means that there are 20 people of old age for every 100 working-age people.,,2023,Papua New Guinea,5.3%
Old-age dependency ratio,The number of elderly people (over 64 years old) relative to the number of working-age people (15-64 years). Figures are shown as the number of dependents per 100 working-age people. A value of 20% means that there are 20 people of old age for every 100 working-age people.,,2023,Lebanon,15.5%
Old-age dependency ratio,The number of elderly people (over 64 years old) relative to the number of working-age people (15-64 years). Figures are shown as the number of dependents per 100 working-age people. A value of 20% means that there are 20 people of old age for every 100 working-age people.,,2023,Nauru,4.6%
Old-age dependency ratio,The number of elderly people (over 64 years old) relative to the number of working-age people (15-64 years). Figures are shown as the number of dependents per 100 working-age people. A value of 20% means that there are 20 people of old age for every 100 working-age people.,,2023,Germany,36.0%
Old-age dependency ratio,The number of elderly people (over 64 years old) relative to the number of working-age people (15-64 years). Figures are shown as the number of dependents per 100 working-age people. A value of 20% means that there are 20 people of old age for every 100 working-age people.,,2023,Central African Republic,4.3%
Old-age dependency ratio,The number of elderly people (over 64 years old) relative to the number of working-age people (15-64 years). Figures are shown as the number of dependents per 100 working-age people. A value of 20% means that there are 20 people of old age for every 100 working-age people.,,2023,Cayman Islands,11.4%
Old-age dependency ratio,The number of elderly people (over 64 years old) relative to the number of working-age people (15-64 years). Figures are shown as the number of dependents per 100 working-age people. A value of 20% means that there are 20 people of old age for every 100 working-age people.,,2023,Mali,4.7%
Old-age dependency ratio,The number of elderly people (over 64 years old) relative to the number of working-age people (15-64 years). Figures are shown as the number of dependents per 100 working-age people. A value of 20% means that there are 20 people of old age for every 100 working-age people.,,2023,Land-locked developing countries (LLDC),6.5%
Old-age dependency ratio,The number of elderly people (over 64 years old) relative to the number of working-age people (15-64 years). Figures are shown as the number of dependents per 100 working-age people. A value of 20% means that there are 20 people of old age for every 100 working-age people.,,2023,Zimbabwe,6.6%
Old-age dependency ratio,The number of elderly people (over 64 years old) relative to the number of working-age people (15-64 years). Figures are shown as the number of dependents per 100 working-age people. A value of 20% means that there are 20 people of old age for every 100 working-age people.,,2023,Madagascar,5.8%
Old-age dependency ratio,The number of elderly people (over 64 years old) relative to the number of working-age people (15-64 years). Figures are shown as the number of dependents per 100 working-age people. A value of 20% means that there are 20 people of old age for every 100 working-age people.,,2023,Japan,50.1%
Old-age dependency ratio,The number of elderly people (over 64 years old) relative to the number of working-age people (15-64 years). Figures are shown as the number of dependents per 100 working-age people. A value of 20% means that there are 20 people of old age for every 100 working-age people.,,2023,Iran,11.4%
Old-age dependency ratio,The number of elderly people (over 64 years old) relative to the number of working-age people (15-64 years). Figures are shown as the number of dependents per 100 working-age people. A value of 20% means that there are 20 people of old age for every 100 working-age people.,,2023,Brazil,15.3%
Old-age dependency ratio,The number of elderly people (over 64 years old) relative to the number of working-age people (15-64 years). Figures are shown as the number of dependents per 100 working-age people. A value of 20% means that there are 20 people of old age for every 100 working-age people.,,2023,Saudi Arabia,3.9%
Old-age dependency ratio,The number of elderly people (over 64 years old) relative to the number of working-age people (15-64 years). Figures are shown as the number of dependents per 100 working-age people. A value of 20% means that there are 20 people of old age for every 100 working-age people.,,2023,Western Sahara,9.0%
Old-age dependency ratio,The number of elderly people (over 64 years old) relative to the number of working-age people (15-64 years). Figures are shown as the number of dependents per 100 working-age people. A value of 20% means that there are 20 people of old age for every 100 working-age people.,,2023,Wallis and Futuna,21.8%
Old-age dependency ratio,The number of elderly people (over 64 years old) relative to the number of working-age people (15-64 years). Figures are shown as the number of dependents per 100 working-age people. A value of 20% means that there are 20 people of old age for every 100 working-age people.,,2023,Latin America and the Caribbean (UN),14.1%
Old-age dependency ratio,The number of elderly people (over 64 years old) relative to the number of working-age people (15-64 years). Figures are shown as the number of dependents per 100 working-age people. A value of 20% means that there are 20 people of old age for every 100 working-age people.,,2023,Austria,30.7%
Old-age dependency ratio,The number of elderly people (over 64 years old) relative to the number of working-age people (15-64 years). Figures are shown as the number of dependents per 100 working-age people. A value of 20% means that there are 20 people of old age for every 100 working-age people.,,2023,Saint Pierre and Miquelon,30.1%
Old-age dependency ratio,The number of elderly people (over 64 years old) relative to the number of working-age people (15-64 years). Figures are shown as the number of dependents per 100 working-age people. A value of 20% means that there are 20 people of old age for every 100 working-age people.,,2023,Lesotho,6.2%
Old-age dependency ratio,The number of elderly people (over 64 years old) relative to the number of working-age people (15-64 years). Figures are shown as the number of dependents per 100 working-age people. A value of 20% means that there are 20 people of old age for every 100 working-age people.,,2023,China,20.7%
Old-age dependency ratio,The number of elderly people (over 64 years old) relative to the number of working-age people (15-64 years). Figures are shown as the number of dependents per 100 working-age people. A value of 20% means that there are 20 people of old age for every 100 working-age people.,,2023,Mexico,11.9%
Old-age dependency ratio,The number of elderly people (over 64 years old) relative to the number of working-age people (15-64 years). Figures are shown as the number of dependents per 100 working-age people. A value of 20% means that there are 20 people of old age for every 100 working-age people.,,2023,Canada,29.6%
Old-age dependency ratio,The number of elderly people (over 64 years old) relative to the number of working-age people (15-64 years). Figures are shown as the number of dependents per 100 working-age people. A value of 20% means that there are 20 people of old age for every 100 working-age people.,,2023,Georgia,24.1%
Old-age dependency ratio,The number of elderly people (over 64 years old) relative to the number of working-age people (15-64 years). Figures are shown as the number of dependents per 100 working-age people. A value of 20% means that there are 20 people of old age for every 100 working-age people.,,2023,United Kingdom,30.3%
Old-age dependency ratio,The number of elderly people (over 64 years old) relative to the number of working-age people (15-64 years). Figures are shown as the number of dependents per 100 working-age people. A value of 20% means that there are 20 people of old age for every 100 working-age people.,,2023,Marshall Islands,7.2%
Old-age dependency ratio,The number of elderly people (over 64 years old) relative to the number of working-age people (15-64 years). Figures are shown as the number of dependents per 100 working-age people. A value of 20% means that there are 20 people of old age for every 100 working-age people.,,2023,Sint Maarten (Dutch part),19.0%
"Percentage of Americans living alone, by age","The share of Americans living alone, by age. An individual is defined as living alone where there is one person in the household and does not live in group quarters. See the source tab for more details.",,2018,Age 89,41.96%
"Percentage of Americans living alone, by age","The share of Americans living alone, by age. An individual is defined as living alone where there is one person in the household and does not live in group quarters. See the source tab for more details.",,2018,Age 75,24.77%
"Percentage of Americans living alone, by age","The share of Americans living alone, by age. An individual is defined as living alone where there is one person in the household and does not live in group quarters. See the source tab for more details.",,2018,Age 18,0.55%
"Percentage of Americans living alone, by age","The share of Americans living alone, by age. An individual is defined as living alone where there is one person in the household and does not live in group quarters. See the source tab for more details.",,2018,Age 45,9.17%
"Percentage of Americans living alone, by age","The share of Americans living alone, by age. An individual is defined as living alone where there is one person in the household and does not live in group quarters. See the source tab for more details.",,2018,Age 30,9.47%
"Percentage of Americans living alone, by age","The share of Americans living alone, by age. An individual is defined as living alone where there is one person in the household and does not live in group quarters. See the source tab for more details.",,2018,Age 60,17.68%
"Percentage of Americans living alone, by age","The share of Americans living alone, by age. An individual is defined as living alone where there is one person in the household and does not live in group quarters. See the source tab for more details.",,2018,Age 21,3.76%
Percentage of adults living alone,Data for the US corresponds to population ages 18 and older. Data for Canada corresponds to ages 15 and older.,,2018,United States,14.30%
"Percentage of females living alone in the United States, by age","The share of female Americans living alone, by age. An individual is defined as living alone where there is one person in the household and does not live in group quarters. See the source tab for more details.",,2018,Age 30,7.84%
"Percentage of females living alone in the United States, by age","The share of female Americans living alone, by age. An individual is defined as living alone where there is one person in the household and does not live in group quarters. See the source tab for more details.",,2018,Age 21,3.85%
"Percentage of females living alone in the United States, by age","The share of female Americans living alone, by age. An individual is defined as living alone where there is one person in the household and does not live in group quarters. See the source tab for more details.",,2018,Age 60,18.29%
"Percentage of females living alone in the United States, by age","The share of female Americans living alone, by age. An individual is defined as living alone where there is one person in the household and does not live in group quarters. See the source tab for more details.",,2018,Age 45,7.65%
"Percentage of females living alone in the United States, by age","The share of female Americans living alone, by age. An individual is defined as living alone where there is one person in the household and does not live in group quarters. See the source tab for more details.",,2018,Age 75,31.17%
"Percentage of females living alone in the United States, by age","The share of female Americans living alone, by age. An individual is defined as living alone where there is one person in the household and does not live in group quarters. See the source tab for more details.",,2018,Age 18,0.57%
"Percentage of females living alone in the United States, by age","The share of female Americans living alone, by age. An individual is defined as living alone where there is one person in the household and does not live in group quarters. See the source tab for more details.",,2018,Age 89,48.43%
"Percentage of males living alone in the United States, by age","The share of male Americans living alone, by age. An individual is defined as living alone where there is one person in the household and does not live in group quarters. See the source tab for more details.",,2018,Age 75,16.92%
"Percentage of males living alone in the United States, by age","The share of male Americans living alone, by age. An individual is defined as living alone where there is one person in the household and does not live in group quarters. See the source tab for more details.",,2018,Age 60,17.03%
"Percentage of males living alone in the United States, by age","The share of male Americans living alone, by age. An individual is defined as living alone where there is one person in the household and does not live in group quarters. See the source tab for more details.",,2018,Age 45,10.73%
"Percentage of males living alone in the United States, by age","The share of male Americans living alone, by age. An individual is defined as living alone where there is one person in the household and does not live in group quarters. See the source tab for more details.",,2018,Age 21,3.68%
"Percentage of males living alone in the United States, by age","The share of male Americans living alone, by age. An individual is defined as living alone where there is one person in the household and does not live in group quarters. See the source tab for more details.",,2018,Age 89,29.37%
"Percentage of males living alone in the United States, by age","The share of male Americans living alone, by age. An individual is defined as living alone where there is one person in the household and does not live in group quarters. See the source tab for more details.",,2018,Age 18,0.53%
"Percentage of males living alone in the United States, by age","The share of male Americans living alone, by age. An individual is defined as living alone where there is one person in the household and does not live in group quarters. See the source tab for more details.",,2018,Age 30,11.07%
Percentage of one-person households,"Number of one-person households as a share of the total number of households. Estimates combine multiple sources, including cross-country surveys and census data.",,2018,Sweden,42.50%
Percentage of one-person households,"Number of one-person households as a share of the total number of households. Estimates combine multiple sources, including cross-country surveys and census data.",,2018,France,36.20%
Percentage of one-person households,"Number of one-person households as a share of the total number of households. Estimates combine multiple sources, including cross-country surveys and census data.",,2018,Croatia,24.40%
Percentage of one-person households,"Number of one-person households as a share of the total number of households. Estimates combine multiple sources, including cross-country surveys and census data.",,2018,United States,28.01%
Percentage of one-person households,"Number of one-person households as a share of the total number of households. Estimates combine multiple sources, including cross-country surveys and census data.",,2018,Malta,26.90%
Population by age group,,"Population, aged 65+ UN WPP",2023,Germany,"19,250,422"
Population by age group,,"Population, aged 65+ UN WPP",2023,Australia,"4,592,614"
Population by age group,,"Population, aged 65+ UN WPP",2023,Vietnam,"8,644,827"
Population by age group,,"Population, aged 65+ UN WPP",2023,World,"808,366,320"
Population by age group,,"Population, aged 65+ UN WPP",2023,Mozambique,"930,568"
Population by age group,,"Population, aged 65+ UN WPP",2023,Aruba,"17,673"
Population by age group,,"Population, aged 65+ UN WPP",2023,Eswatini,"51,022"
Population by age group,,"Population, aged 65+ UN WPP",2023,Cyprus,"192,486"
Population by age group,,"Population, aged 65+ UN WPP",2023,Malta,"105,338"
Population by age group,,"Population, aged 65+ UN WPP",2023,South Africa,"4,112,801"
Population by age group,,"Population, aged 65+ UN WPP",2023,Kuwait,"142,869"
Population by age group,,"Population, aged 65+ UN WPP",2023,Afghanistan,"985,584"
Population by age group,,"Population, aged 65+ UN WPP",2023,Mexico,"10,357,178"
Population by age group,,"Population, aged 65+ UN WPP",2023,Libya,"356,336"
Population by age group,,"Population, aged 65+ UN WPP",2023,Kenya,"1,609,222"
Population by age group,,"Population, aged 65+ UN WPP",2023,Brazil,"22,444,932"
Population by age group,,"Population, aged 65+ UN WPP",2023,Tanzania,"2,026,430"
Population by age group,,"Population, aged 65+ UN WPP",2023,Singapore,"756,988"
Population by age group,,"Population, aged 65+ UN WPP",2023,Sierra Leone,"271,295"
Population by age group,,"Population, aged 65+ UN WPP",2023,Turkmenistan,"314,616"
Population by age group,,"Population, aged 65+ UN WPP",2023,Argentina,"5,549,049"
Population by age group,,"Population, aged 65+ UN WPP",2023,Japan,"36,646,281"
Population by age group,,"Population, aged 65+ UN WPP",2023,Chad,"400,711"
Population by age group,,"Population, aged 65+ UN WPP",2023,Montenegro,"110,585"
Population by age group,,"Population, aged 65+ UN WPP",2023,Canada,"7,594,365"
Population by age group,,"Population, aged 65+ UN WPP",2023,United States,"59,807,714"
Population by age group,,"Population, aged 65+ UN WPP",2023,Saudi Arabia,"937,639"
Population by age group,,"Population, aged 65+ UN WPP",2023,United Kingdom,"13,195,731"
Population by age group,,"Population, aged 65+ UN WPP",2023,China,"203,619,040"
Population by age group,,"Population, aged 65+ UN WPP",2023,Liechtenstein,"7,989"
"Population by age group, 2023",,"Population, aged 0-4 UN WPP","Population, aged 5-9 UN WPP
people • 2023",Saudi Arabia,nan
"Population by age group, 2023",,"Population, aged 0-4 UN WPP","Population, aged 5-9 UN WPP
people • 2023",Japan,nan
"Population by age group, 2023",,"Population, aged 0-4 UN WPP","Population, aged 5-9 UN WPP
people • 2023",El Salvador,nan
"Population by age group, 2023",,"Population, aged 0-4 UN WPP","Population, aged 5-9 UN WPP
people • 2023",Maldives,nan
"Population by age group, 2023",,"Population, aged 0-4 UN WPP","Population, aged 5-9 UN WPP
people • 2023",Poland,nan
"Population by age group, 2023",,"Population, aged 0-4 UN WPP","Population, aged 5-9 UN WPP
people • 2023",Mongolia,nan
"Population by age group, 2023",,"Population, aged 0-4 UN WPP","Population, aged 5-9 UN WPP
people • 2023",Germany,nan
"Population by age group, 2023",,"Population, aged 0-4 UN WPP","Population, aged 5-9 UN WPP
people • 2023",New Zealand,nan
"Population by age group, 2023",,"Population, aged 0-4 UN WPP","Population, aged 5-9 UN WPP
people • 2023",Nauru,nan
"Population by age group, 2023",,"Population, aged 0-4 UN WPP","Population, aged 5-9 UN WPP
people • 2023",South Africa,nan
"Population by age group, 2023",,"Population, aged 0-4 UN WPP","Population, aged 5-9 UN WPP
people • 2023",Afghanistan,nan
"Population by age group, 2023",,"Population, aged 0-4 UN WPP","Population, aged 5-9 UN WPP
people • 2023",Syria,nan
"Population by age group, 2023",,"Population, aged 0-4 UN WPP","Population, aged 5-9 UN WPP
people • 2023",Brazil,nan
"Population by age group, 2023",,"Population, aged 0-4 UN WPP","Population, aged 5-9 UN WPP
people • 2023",Mexico,nan
"Population by age group, 2023",,"Population, aged 0-4 UN WPP","Population, aged 5-9 UN WPP
people • 2023",Nepal,nan
"Population by age group, 2023",,"Population, aged 0-4 UN WPP","Population, aged 5-9 UN WPP
people • 2023",United Kingdom,nan
"Population by age group, 2023",,"Population, aged 0-4 UN WPP","Population, aged 5-9 UN WPP
people • 2023",Canada,nan
"Population by age group, 2023",,"Population, aged 0-4 UN WPP","Population, aged 5-9 UN WPP
people • 2023",Guadeloupe,nan
"Population by age group, 2023",,"Population, aged 0-4 UN WPP","Population, aged 5-9 UN WPP
people • 2023",Latvia,nan
"Population by age group, 2023",,"Population, aged 0-4 UN WPP","Population, aged 5-9 UN WPP
people • 2023",Vatican,nan
"Population by age group, 2023",,"Population, aged 0-4 UN WPP","Population, aged 5-9 UN WPP
people • 2023",Qatar,nan
"Population by age group, 2023",,"Population, aged 0-4 UN WPP","Population, aged 5-9 UN WPP
people • 2023",Tokelau,nan
"Population by age group, 2023",,"Population, aged 0-4 UN WPP","Population, aged 5-9 UN WPP
people • 2023",British Virgin Islands,nan
"Population by age group, 2023",,"Population, aged 0-4 UN WPP","Population, aged 5-9 UN WPP
people • 2023",Macao,nan
"Population by age group, 2023",,"Population, aged 0-4 UN WPP","Population, aged 5-9 UN WPP
people • 2023",Georgia,nan
"Population by age group, 2023",,"Population, aged 0-4 UN WPP","Population, aged 5-9 UN WPP
people • 2023",United States,nan
"Population by age group, 2023",,"Population, aged 0-4 UN WPP","Population, aged 5-9 UN WPP
people • 2023",China,nan
"Population by age group, 2023",,"Population, aged 0-4 UN WPP","Population, aged 5-9 UN WPP
people • 2023",Slovakia,nan
"Population by age group, 2023",,"Population, aged 0-4 UN WPP","Population, aged 5-9 UN WPP
people • 2023",Iraq,nan
"Population by age group, 2023",,"Population, aged 0-4 UN WPP","Population, aged 5-9 UN WPP
people • 2023",Togo,nan
"Population by young, working age and older groups, 2023",,"Population, aged 0-14 UN WPP","Population, aged 15-64 UN WPP
2023",Canada,nan
"Population by young, working age and older groups, 2023",,"Population, aged 0-14 UN WPP","Population, aged 15-64 UN WPP
2023",Saint Kitts and Nevis,nan
"Population by young, working age and older groups, 2023",,"Population, aged 0-14 UN WPP","Population, aged 15-64 UN WPP
2023",Montserrat,nan
"Population by young, working age and older groups, 2023",,"Population, aged 0-14 UN WPP","Population, aged 15-64 UN WPP
2023",Northern America (UN),nan
"Population by young, working age and older groups, 2023",,"Population, aged 0-14 UN WPP","Population, aged 15-64 UN WPP
2023",Japan,nan
"Population by young, working age and older groups, 2023",,"Population, aged 0-14 UN WPP","Population, aged 15-64 UN WPP
2023",Pakistan,nan
"Population by young, working age and older groups, 2023",,"Population, aged 0-14 UN WPP","Population, aged 15-64 UN WPP
2023",Ghana,nan
"Population by young, working age and older groups, 2023",,"Population, aged 0-14 UN WPP","Population, aged 15-64 UN WPP
2023",Belgium,nan
"Population by young, working age and older groups, 2023",,"Population, aged 0-14 UN WPP","Population, aged 15-64 UN WPP
2023",Vatican,nan
"Population by young, working age and older groups, 2023",,"Population, aged 0-14 UN WPP","Population, aged 15-64 UN WPP
2023",Chile,nan
"Population by young, working age and older groups, 2023",,"Population, aged 0-14 UN WPP","Population, aged 15-64 UN WPP
2023",Jordan,nan
"Population by young, working age and older groups, 2023",,"Population, aged 0-14 UN WPP","Population, aged 15-64 UN WPP
2023",Czechia,nan
"Population by young, working age and older groups, 2023",,"Population, aged 0-14 UN WPP","Population, aged 15-64 UN WPP
2023",Bulgaria,nan
"Population by young, working age and older groups, 2023",,"Population, aged 0-14 UN WPP","Population, aged 15-64 UN WPP
2023",Saudi Arabia,nan
"Population by young, working age and older groups, 2023",,"Population, aged 0-14 UN WPP","Population, aged 15-64 UN WPP
2023",Italy,nan
"Population by young, working age and older groups, 2023",,"Population, aged 0-14 UN WPP","Population, aged 15-64 UN WPP
2023",Syria,nan
"Population by young, working age and older groups, 2023",,"Population, aged 0-14 UN WPP","Population, aged 15-64 UN WPP
2023",China,nan
"Population by young, working age and older groups, 2023",,"Population, aged 0-14 UN WPP","Population, aged 15-64 UN WPP
2023",Brazil,nan
"Population by young, working age and older groups, 2023",,"Population, aged 0-14 UN WPP","Population, aged 15-64 UN WPP
2023",Germany,nan
"Population by young, working age and older groups, 2023",,"Population, aged 0-14 UN WPP","Population, aged 15-64 UN WPP
2023",Palestine,nan
"Population by young, working age and older groups, 2023",,"Population, aged 0-14 UN WPP","Population, aged 15-64 UN WPP
2023",Bolivia,nan
"Population by young, working age and older groups, 2023",,"Population, aged 0-14 UN WPP","Population, aged 15-64 UN WPP
2023",Sierra Leone,nan
"Population by young, working age and older groups, 2023",,"Population, aged 0-14 UN WPP","Population, aged 15-64 UN WPP
2023",United States Virgin Islands,nan
"Population by young, working age and older groups, 2023",,"Population, aged 0-14 UN WPP","Population, aged 15-64 UN WPP
2023",Latvia,nan
"Population by young, working age and older groups, 2023",,"Population, aged 0-14 UN WPP","Population, aged 15-64 UN WPP
2023",United States,nan
"Population by young, working age and older groups, 2023",,"Population, aged 0-14 UN WPP","Population, aged 15-64 UN WPP
2023",United Kingdom,nan
"Population by young, working age and older groups, 2023",,"Population, aged 0-14 UN WPP","Population, aged 15-64 UN WPP
2023",Mexico,nan
"Population by young, working age and older groups, 2023",,"Population, aged 0-14 UN WPP","Population, aged 15-64 UN WPP
2023",North Macedonia,nan
"Population by young, working age and older groups, 2023",,"Population, aged 0-14 UN WPP","Population, aged 15-64 UN WPP
2023",Tuvalu,nan
"Population by young, working age and older groups, 2023",,"Population, aged 0-14 UN WPP","Population, aged 15-64 UN WPP
2023",South Africa,nan
"Population of young, working-age and elderly",,"Population, aged 65+ UN WPP",2023,Dominica,"8,482"
"Population of young, working-age and elderly",,"Population, aged 65+ UN WPP",2023,Brazil,"22,444,932"
"Population of young, working-age and elderly",,"Population, aged 65+ UN WPP",2023,Taiwan,"4,267,497"
"Population of young, working-age and elderly",,"Population, aged 65+ UN WPP",2023,Tokelau,191
"Population of young, working-age and elderly",,"Population, aged 65+ UN WPP",2023,Mexico,"10,357,178"
"Population of young, working-age and elderly",,"Population, aged 65+ UN WPP",2023,Austria,"1,838,861"
"Population of young, working-age and elderly",,"Population, aged 65+ UN WPP",2023,China,"203,619,040"
"Population of young, working-age and elderly",,"Population, aged 65+ UN WPP",2023,Martinique,"84,139"
"Population of young, working-age and elderly",,"Population, aged 65+ UN WPP",2023,United States,"59,807,714"
"Population of young, working-age and elderly",,"Population, aged 65+ UN WPP",2023,Moldova,"478,649"
"Population of young, working-age and elderly",,"Population, aged 65+ UN WPP",2023,Namibia,"105,777"
"Population of young, working-age and elderly",,"Population, aged 65+ UN WPP",2023,Iraq,"1,530,993"
"Population of young, working-age and elderly",,"Population, aged 65+ UN WPP",2023,Upper-middle-income countries,"339,991,479"
"Population of young, working-age and elderly",,"Population, aged 65+ UN WPP",2023,Germany,"19,250,422"
"Population of young, working-age and elderly",,"Population, aged 65+ UN WPP",2023,Solomon Islands,"29,012"
"Population of young, working-age and elderly",,"Population, aged 65+ UN WPP",2023,Serbia,"1,512,049"
"Population of young, working-age and elderly",,"Population, aged 65+ UN WPP",2023,Canada,"7,594,365"
"Population of young, working-age and elderly",,"Population, aged 65+ UN WPP",2023,Peru,"3,041,088"
"Population of young, working-age and elderly",,"Population, aged 65+ UN WPP",2023,Japan,"36,646,281"
"Population of young, working-age and elderly",,"Population, aged 65+ UN WPP",2023,Montserrat,852
"Population of young, working-age and elderly",,"Population, aged 65+ UN WPP",2023,Chile,"2,686,864"
"Population of young, working-age and elderly",,"Population, aged 65+ UN WPP",2023,Saudi Arabia,"937,639"
"Population of young, working-age and elderly",,"Population, aged 65+ UN WPP",2023,Hong Kong,"1,601,819"
"Population of young, working-age and elderly",,"Population, aged 65+ UN WPP",2023,South Africa,"4,112,801"
"Population of young, working-age and elderly",,"Population, aged 65+ UN WPP",2023,Africa (UN),"53,036,513"
"Population of young, working-age and elderly",,"Population, aged 65+ UN WPP",2023,Zambia,"393,488"
"Population of young, working-age and elderly",,"Population, aged 65+ UN WPP",2023,Egypt,"5,691,952"
"Population of young, working-age and elderly",,"Population, aged 65+ UN WPP",2023,Tanzania,"2,026,430"
"Population of young, working-age and elderly",,"Population, aged 65+ UN WPP",2023,United Kingdom,"13,195,731"
"Population of young, working-age and elderly",,"Population, aged 65+ UN WPP",2023,Panama,"403,400"
"Probability of dying, by age, 2019","The annual probability of death among people in a given age group, expressed as a fraction.",<1 year,"1-4 years
2019",Mexico,nan
"Probability of dying, by age, 2019","The annual probability of death among people in a given age group, expressed as a fraction.",<1 year,"1-4 years
2019",Nepal,nan
"Probability of dying, by age, 2019","The annual probability of death among people in a given age group, expressed as a fraction.",<1 year,"1-4 years
2019",Japan,nan
"Probability of dying, by age, 2019","The annual probability of death among people in a given age group, expressed as a fraction.",<1 year,"1-4 years
2019",Fiji,nan
"Probability of dying, by age, 2019","The annual probability of death among people in a given age group, expressed as a fraction.",<1 year,"1-4 years
2019",Saudi Arabia,nan
"Probability of dying, by age, 2019","The annual probability of death among people in a given age group, expressed as a fraction.",<1 year,"1-4 years
2019",Sri Lanka,nan
"Probability of dying, by age, 2019","The annual probability of death among people in a given age group, expressed as a fraction.",<1 year,"1-4 years
2019",World,nan
"Probability of dying, by age, 2019","The annual probability of death among people in a given age group, expressed as a fraction.",<1 year,"1-4 years
2019",South Africa,nan
"Probability of dying, by age, 2019","The annual probability of death among people in a given age group, expressed as a fraction.",<1 year,"1-4 years
2019",Saint Vincent and the Grenadines,nan
"Probability of dying, by age, 2019","The annual probability of death among people in a given age group, expressed as a fraction.",<1 year,"1-4 years
2019",United States,nan
"Probability of dying, by age, 2019","The annual probability of death among people in a given age group, expressed as a fraction.",<1 year,"1-4 years
2019",Bolivia,nan
"Probability of dying, by age, 2019","The annual probability of death among people in a given age group, expressed as a fraction.",<1 year,"1-4 years
2019",Switzerland,nan
"Probability of dying, by age, 2019","The annual probability of death among people in a given age group, expressed as a fraction.",<1 year,"1-4 years
2019",Serbia,nan
"Probability of dying, by age, 2019","The annual probability of death among people in a given age group, expressed as a fraction.",<1 year,"1-4 years
2019",Gabon,nan
"Probability of dying, by age, 2019","The annual probability of death among people in a given age group, expressed as a fraction.",<1 year,"1-4 years
2019",Cameroon,nan
"Probability of dying, by age, 2019","The annual probability of death among people in a given age group, expressed as a fraction.",<1 year,"1-4 years
2019",Seychelles,nan
